filename,text,duration_s,source_file
Abia_0010_0073.wav,sò nà ndị́ mbụ́ á gà à kpọ̄,1.66,Abia_0010
Abia_0010_0075.wav,"mànà í mánálá íhé ná émé úgbú á. Há shí énwézùgé, énwézùgé ụ́mụ̀ńnē, ụ́mụ̀ńnē nkè nwáànyị̀",6.3,Abia_0010
Abia_0010_0077.wav,"í léwú ụ́mụ̀ńné gị̄, ụ́mụ̀ńnē nkè nwókē íhé ná èshíké, even ènwédíhí, ị́ léwé ụ́mụ̀ńnē nkè nwókē ènwédíhí íhé ụ́nụ̀ gà èmémé. Íhé bìárà ná èshírí ányị́ íké, ná èshírí áyí íké. Énwézùgá nwáńnē ńné m",11.58,Abia_0010
Abia_0010_0079.wav,"Àdáńné ńné m ọ́ yá mèrè, ụ̀tụ́tụ̀, èhíhè, ábàlì ákpụ̀ m yá ná ọ́nụ̄, sí chínékè gà nà àgaọ́zírí mụ́ ya. Ọ́ wú éshígbó nwáányì. Énwézùgá yá, ànyị́ gàrà àwúshírí ùgbúà. Ụ́lọ̀ ányị́ bì nà Àbá ọ́ yá nrùrù yá. Ụ́lọ̀ ányị́ bì nà village ọ́ yá nrùrù yá. Nwáńné mọ̀ọ́mị́ m, nwáńné ńné m.",16.54,Abia_0010
Abia_0010_0083.wav,"mà na ízù ányí nà ụ́lọ̀ ákwụ́kwọ̄, mànì ízù ányí. Íhé ọ́bụ́là áyí chọ̀rọ̀, yáwà nà ényé ányị́ yá.",5.52,Abia_0010
Abia_0010_0085.wav,"èmégídé, mégídé o, mégídé oo.",2.82,Abia_0010
Abia_0010_0087.wav,íhé èmégídé mégídé. Mgbè ńnà m áhù nwụ̀rụ̀ ányị́ élíhì yá.,2.96,Abia_0010
Abia_0010_0089.wav,ànyị́ élíshì yà àmàá. Íhé mé kwéré ànyị́ égì èlí́shì yà àmà égō ánọ́họ̀,3.76,Abia_0010
Abia_0010_0091.wav,"Díkà nkwùrù nà mbụ́, ànyị́ rì ntàkírí ntàkírí mgbè ọ́ nwùrù.",2.22,Abia_0010
Abia_0010_0095.wav,È mé mé ò nwéhú ónyé á gà ànátá égō é jì élí yá. Íhé émèrè wú é mépé àlà,4.76,Abia_0010
Abia_0010_0099.wav,"Yá mèrè èmégídé, mégídé à bị́á gwá ányị́ díkà òménàlà Ígbò shì dírí. À sí nà ụ́mụ̀ńné m ndị́ nwókē",6.06,Abia_0010
Abia_0010_0101.wav,"há gá ébé élìgà ḿmádụ̀ hà gáhù èrí íhé éjì kwá ózú ónyé áhụ̀ màkà nà há kwábè ńnà há, nà íríē yá ígà ràgídé, ragídé oo rùó mgbè ị́gà ànwụ́",9.26,Abia_0010
Abia_0010_0103.wav,"Mà mú ònwé m, mà ńné m. Ányị́ ánáhì èrí. Ébé ánà élì ḿmádụ̀ àyí ánáhù èrí íhé éjì kwá ózū ébé áhù màkà nà áyí ákwábè ńnà ányị̄. Yá kà émègìdèrè mégídé, chínékè, òtù chínékè shì émé íhé, chínékè àbìá gọ́zìé nwáńné m nwókē, nwáńné m nwókē.",16.54,Abia_0010
Abia_0010_0105.wav,"Yá rúó áfọ́ gáráàgá, áfọ́ gáráà àgáà, nwáńné m nwókē à gbá mbọ̀ nké ọ́má",5.5,Abia_0010
Abia_0010_0109.wav,so,1.06,Abia_0010
Abia_0010_0111.wav,ọ́ yà wụ̀ íhè m chọ́rọ̀ọ̀,1.4,Abia_0010
Abia_0010_0113.wav,íkọ́ màkà yá.,1.46,Abia_0010
Abia_0010_0117.wav,ndị́ Ígbò ndị́ ọ́má ékèlé mụ́ únù,1.98,Abia_0010
Abia_0010_0119.wav,ézíókwū ná ézíókwū,1.3,Abia_0010
Abia_0010_0123.wav,óbì dì m ụ̀tọ́ màkà òhèrè ọ́má à énwépụ̀tàrà ànyị́,2.8,Abia_0010
Abia_0010_0129.wav,Nà mbụ́ ápụ̀tàrà m ụ́lọ̀ ákwụ́kwọ́ kámgbè.,2.88,Abia_0010
Abia_0010_0133.wav,m pụ̀tàrà ụ́lò ákwụ́kwọ́,1.04,Abia_0010
Abia_0010_0139.wav,"gàá ụ́lọ̀ ákwúkwọ́, ápụ̀tàrà ụ́lọ̀ ákwụ́kwọ́ nké sécóndìrì̀, nké ndí óyìbó nà kpọ́ sécóndìrì",4.74,Abia_0010
Abia_0010_0141.wav,kámgbá hụ̀ ndị́ ụ́mụ̀ ńné m nà ńné m,3.46,Abia_0010
Abia_0010_0143.wav,"Há ná àgwá m sí m, há ná àgwá m sí m gàá ụ́lọ̀ ákwụ́kwọ́ nkè máhádùm àná m èkwé",6.98,Abia_0010
Abia_0010_0145.wav,Há kwụ́gị́dé kwụ́gị́dé kwụ́gị́dé ótù áwụ́hị́ ná ezhí.,2.76,Abia_0010
Abia_0010_0147.wav,Há kwụ́gị́dé kwụ́gị́dé kwụ́gị́dé háà sị́,1.72,Abia_0010
Abia_0010_0149.wav,"nhụ́ kwánụ̀ nwá nkè à ḿmùrù. Íhé nkè ọ́kwánụ̀ gịnị? Gàá ụ́lọ̀ ákwụ́kwọ́ Ì gá ghí ágá, mèé nké ìgáhé émé, mụ̀ọ́ áká ọ́rū ìgáhè émé. Gí sí íkúzí́ nkúzí náàní bụ́ íhé",7.92,Abia_0010
Abia_0010_0151.wav,dírí gí mkpà,1.16,Abia_0010
Abia_0010_0155.wav,"ọ́ dì ḿmá o. Ó wụ́ nà íshí íchọ̀rọ̀ íkúzí nkúzí nà ọ́rị̀ḿmá mànà ụ̀wụ́ ùgbùá íhúnání ótú òbòdò ányī ̣dì ùgbú à nùọ́, na ọ̀ wúhú íkúzí nkúzí ánà ákwú gí égō ná énwéhú, égō ntàkírí ná rị́ghì nkè ọ́háhá ná ágáhú ézùrú gị́ ízúdí nchà íjì àsà àhụ́.",14.76,Abia_0010
Abia_0010_0157.wav,nà ònwèrè ísí nà ọ́kà ḿmá nà ígà gá mụ̀ọ́ ọ́rū mà ọ́ bụ̀ gí gá ụ́lọ̀ ákwụ́kwọ̄ máhádùm,5.1,Abia_0010
Abia_0010_0159.wav,márá nà ínwétéré,1.2,Abia_0010
Abia_0010_0163.wav,"Ékwúgídé, kwúgídé, kwúgídé, kwúgídé, ótù áwúhú ná ézhí",2.6,Abia_0010
Abia_0010_0165.wav,"Yáà rí m nọ̀ọ́ kà íhé a ́na ̀ kpọ́, dí m nọ́ọ̀ kà à gà àshí ndí èzí m hà jìdèrè m hà jídéchá m. Èkwédị́ghị́ m ékwé mèghárí áhụ́. À má mú íhé ngà èkwụ́ ékwụ́ nọ̀ọ́",8.12,Abia_0010
Abia_0010_0167.wav,"Émégídé mégídé oo, hmm.",1.74,Abia_0010
Abia_0010_0169.wav,Mèé lègìdè lègìdè. Í mà ónwè íhé á nà àsị́,2.26,Abia_0010
Abia_0010_0171.wav,"nà áná ènyē, ndị́ má- ḿmádù ná ènyé gí, ná àgwá gị́ íhé ígà èmé, nà àgwá gị́ íhé ígà èmé. Mà íkpébìbè nà m̀mùọ́ gị́",6.12,Abia_0010
Abia_0010_0173.wav,íkpébìbè sí òólò íhé à àkáríàlá kà m bìlìé,3.2,Abia_0010
Abia_0010_0177.wav,"ma íkpébìbè sí íhé à àkáríàlá kà m bìlìé, jí áká m mépụ̀tárá ònwé m íhé, ìgáhụ̀ èmélí, ígáhù èmélí. Ọ́ ká ḿmà gị́ nọ́rọ́ ònwé gị́, nọ́rọ́ ònwé gị́. M̀mụ́ọ̀ ǵ̣i nà échìchè gị́ nà Chínékè gị́ á gwá gị́ sí bìlìé, gá mèé íhé à. M̀gbé áhụ̀ kí ígà bèlìé gá méè íhé áhụ̀",15.42,Abia_0010
Abia_0010_0181.wav,"Èmégídé íhé à mégídé íhé à mégídé íhé à. Ákụ̀zhìgidè m íhé, kụ́zị́gị́dé íhé, kụ́zị́gị́dé íhé, kụ́zíé íhé áfọ̀ ànọ́ chárá áchá kà m kùzìrì íhé.",8.12,Abia_0010
Abia_0010_0183.wav,kúzhíchá ó,1.06,Abia_0010
Abia_0010_0187.wav,"Ánọ̀gị́dé m nọ̀gídé nọ̀gídé ọ́ wụ́ íh́é nkwùrù nà mbọ́ shí ní mgbé áhụ̀ íné kpébìbèrè, mà íkpébìbèrè nà ónwé gị́ shí íkúzíchálá mọ̀ wù ká m gá mé íhé ọ́zó, Ígà èmé yá. M̀gbé áhụ̀ mụ̀ọ́ mú nà échìchè mú nà chínékè mú ásílá mú ngwá bèlìé gàá chọ̀ọ́ íhé í gà ámù.",14.42,Abia_0010
Abia_0010_0191.wav,gárà ímụ̀ íhé á nà à kpọ́ ọ́rú íkwá ákwà,3.2,Abia_0010
Abia_0010_0197.wav,Ndị Ìgbò íhé à tọ̀gà mù ézígbó ọ́chị̀,2.32,Abia_0010
Abia_0010_0199.wav,màá gárúó ị́mụ̀ ọ́rụ́ ị́kwà ákwà è nyé mú égō o,2.4,Abia_0010
Abia_0010_0203.wav,"mànà àkwụ́bè mù ụ́gwọ́ m. Áshí m kà m bụ́zọ̀ gágódínú lé mà ngà, ébé áhụ̀ nchọrọ ímù íhé áhụ̀ mà mmụ̀ọ́ mú nà óbì mú ọ̀ gà nábàtá yá. Ánọ̀gídílé mú ngá áhụ̀, nọ̀gídé ngá áhù, nọ̀gídé ngá áhù ó",11.8,Abia_0010
Abia_0010_0205.wav,nọ̀gídé ngá áhù,1.1,Abia_0010
Abia_0010_0207.wav,"Ámùgídélé m mùgídé, mùgídé, mùgídé, mùgídé, mùgídé, mùgídé.",2.92,Abia_0010
Abia_0010_0209.wav,"Òkwé m. Nọ̀dí àbàlì ànọ́, àbàlì ìsé.",2.68,Abia_0010
Abia_0010_0211.wav,"M màá ámụ̀tátụ́kwá ntàkị̀rị̀ o, mụ̀tá étú éshì ázọ̀, ázọ̀, em ázọ̀ íhé ánà- íhé ndị́ bèkèé nà àkpọ́",7.64,Abia_0010
Abia_0010_0213.wav,"sewing machine, machine. Nmụ̀tá yá, nzọ̀gídé zọ̀gị́dé, zọ́gị́dé, zọ́gị́dé, zọ́gị́dé, zọ́gị́dé",5.0,Abia_0010
Abia_0010_0215.wav,"ónyé nkúzí m, ónyé ná á kúshírí m",1.74,Abia_0010
Abia_0010_0217.wav,"ónyé ná á kùshírí m, yàá ásí m hé",2.32,Abia_0010
Abia_0010_0219.wav,"nà nwá à nà ínà àgbá mbọ̀, nạ̀ ínwèrè ọ́gụ́gụ́ ísē, nà ínà ámụ̀tá íhē ọ́sị́sọ̄, ọ́sị́sọ̄, ọ́sị́sọ̄, ọ́sị́sọ̄. Óbì àtọ́ mú o",7.02,Abia_0010
Abia_0010_0221.wav,"Màá nọ̀gị́dé, nọ̀gídé, nọ̀gídé, mànà bìá lézí ányā, ónyé ná ákúzírí mú íhé, ónyé nké ndị́ bèkéè nà àkpọ́ màádám ọ̀ náhà ánó yá",7.78,Abia_0010
Abia_0010_0223.wav,Òtú à now,1.0,Abia_0010
Abia_0010_0225.wav,"yá bụ́ nà tàá wụ́ Monday, ìgáhù na ìgáhù , ìgáhù ebe na- , ìgáhù nà ụ́lọ̀",7.42,Abia_0010
Abia_0010_0227.wav,"ụ́lọ̀ ọ́rụ́ yá, ìgáhù àhú yá",1.64,Abia_0010
Abia_0010_0229.wav,"Ọ́ bíà, ọ nọ̀dụ́ ntìrì íhé ígà hú yọ̀ọ́ pụ́ọ̀.",2.68,Abia_0010
Abia_0010_0231.wav,"Ọ́ nọ̀dụ́ ntìrì íhé ị́́ gà hụ́ yà pụ́ọ̀, ọ nọ̀dụ́ ntìrì íhé ígà hú yóò pụ́ọ̀. Má àná àjú shí",4.14,Abia_0010
Abia_0010_0233.wav,"ọ̀ wụ́ náànị́ ízọ̀ íhé ndị́ bèkéè nà à kpọ́ machine ọ̀ wụ́ náàní íhé ńgà àná ázọ̀? Hà̀ àgáhà àkúzírí mú ótú éshì àdụ́ kwánụ́ yá bú ákwà nbìárá ị́mù? Ótù ábúghí nézhí. Émégíde, mégídé, mégídé, mégídé, mégídé, mégídé. Má àshí ólòó íhé à áwụ́hụ́ íhé m gà àrụ́.",15.24,Abia_0010
Abia_0010_0235.wav,kàám chọ íhé ọ̀zọ́.,1.24,Abia_0010
Abia_0010_0239.wav,"̣́Túpú má ébídó ímụ̀ ọ́rụ́ ánà àkpọ́ ị́kwá ákwà, ébụ́lá mú ụ́zọ̀ mụ̀ọ́ ọ́rụ́ ánà ákpọ́, íhé ǹkè ńdị́ bèkéè nà kpọ́ kémìst, ọ́rụ́ nọ́sụ̀.",8.54,Abia_0010
Abia_0010_0241.wav,"Á mụ̀rụ̀ m yá, ánọ̀ m, ágàrà m- ánọ̀ m nà ụ́lọ̀ ọ́gwụ̀ mụ́ọ̀ yá, mụ̀ọ́ yá, mụ́ọ́ yá. Nọ̀gídé ǹgá áhụ̀, nọ̀gị́dé ǹgá áhù, nọ̀gídé ǹgá áhụ̀ òó, ọ́nwá ìsèé.",8.54,Abia_0010
Abia_0010_0243.wav,"kà m nà ébìmùèbé ébé áhụ̀. Ánọ̀gị̀dèrè mú ǹgá áhụ̀, nọ́gị́dé ǹgá áhụ̀. Íhé ánà àkụ́zírí mụ́ ànìmú àhọ́tá yá. Ọ́rụ́ ánọ́hụ̀ nà ụ́lọ̀ ọ́gwụ̀ áhụ̀. Íga nọ̀, nọ́gídé òó, nógídé, shíté ná ọ̀tútù rụ́ò ná ábàlì.",10.34,Abia_0010
Abia_0010_0245.wav,ótù ḿkpụ́rụ́ ḿmádụ̀ máọ́bụ̀ ḿmádụ̀ ábụ̀ọ́ kà í́ gà àhụ́ nà ụ́lọ̀ ọ́gwụ̀ áhụ̀.,3.74,Abia_0010
Abia_0010_0247.wav,"Àríhí íhé m nà ámụ̀tà. Íhé ńnọ̀zì ngà áhù, ázàchá ázàrá há íhé. Á múó ńwā màá hísháshá, mèé ǹké à, mèé ǹkéà, mà ásh́í ólòó.",7.16,Abia_0010
Abia_0010_0249.wav,ǹkè à wụ́ íhé ngà àrú ngà,1.86,Abia_0010
Abia_0010_0251.wav,íhé m mèrè ọ̀ gị́nị́? Màá ákpọ́ ńné m ná ékwé ńtì,3.2,Abia_0010
Abia_0010_0253.wav,"sí yá ńné áchọ̀rọ̀ m ị́lọ́tá nà alike- àchọ̀ọ́ àchọ́họ́ mú ǹgà áhù ńnọ̀. Yá shí m ọ́ rí kwá ḿmā, ńsí yá éè ọ́rị̀ ḿmā ònwéhí íhé méré ni. Yàá shí m okay. Máà lá yòó.",9.28,Abia_0010
Abia_0010_0255.wav,"Túpú ńgáwázínú ị́mụ̀ ákwà áhụ̀, gárúò ńgà ímù ákwà ótù íhé áhụ̀.",4.2,Abia_0010
Abia_0010_0257.wav,"mà áshí òó ólòlólòló chínéké ọ̀ ná wú ní ìchọ́nụ̀ kà ḿmùó ọ́rū kọ̀ ọ gịnị? Ńgá ǹké ótù áwúhú nézhí, ǹgá ǹkè ótù áwúhú nézhí.",6.98,Abia_0010
Abia_0010_0259.wav,m̀gbè m nọ́ ná ngàrà ébé nnà ámù ákwà áhụ̀,1.98,Abia_0010
Abia_0010_0261.wav,"màá nọ̀gídé ǹgá áhù, nọ̀gídé ǹgá áhù. M̀mụ́ọ̀ mú ná àshí m",2.42,Abia_0010
Abia_0010_0263.wav,"ǹgá áhù, ǹgíhí ínọ̀ áwụ́hụ́ ǹgà nchọ̀rọ̀ ká ị́nọ́rọ́ ágbányé gị̀ nà ọ̀bụ́rụ̀ gị́ dì ńkọ́. Í nà àhọ́tá íhé ọ́bụ́là á nà ákúzhírí gị́.",6.54,Abia_0010
Abia_0010_0265.wav,mànà ọ̀wụ́ gí íhé à kà m chọ̀rọ̀. Gàá mèchá,3.02,Abia_0010
Abia_0010_0267.wav,nọ̀ọ́sụ̀ úhù íná ámù ná,1.6,Abia_0010
Abia_0010_0269.wav,ụ́lọ̀ ọ́gwụ̀. Gàá mụ̀chá yá,1.34,Abia_0010
Abia_0010_0271.wav,"má ị́ chọ́gọ́dị́ ígá nà ụ́lọ̀ ọ́gwụ̀, gàá nà ébé á nà a ́kpọ́ kémìst, kémíst shop, gàá mụ̀ọ́ yá, nà ị́ gà ámùtá yá ọ̀fụ́má.",6.02,Abia_0010
Abia_0010_0275.wav,"màá shí ó, màá shí ńsògbú ádíghì.",1.82,Abia_0010
Abia_0010_0277.wav,Màá kpébìé nà ònwé mú shí ámà àhápụ̀ ǹgá áhụ̀ m nọ́ àkwá ákwà,2.96,Abia_0010
Abia_0010_0279.wav,"m nọ̀rọ̀ àbàlì ìsé,",1.0,Abia_0010
Abia_0010_0281.wav,nà ámà hápụ́ yá gá ébé ńná ákwụ́bè ụ́gwọ̄ ònwé íhé fúrú ọ́hiā. Màá gwá ónyé ná kụ́zírí mú sí yá lélèlé nà áchọ̀rọ̀ m ígáhàchì ná,8.92,Abia_0010
Abia_0010_0283.wav,shopụ ébé ánà ámù íré ọ́gwụ̀,2.16,Abia_0010
Abia_0010_0285.wav,"kà m gá mùtúkwó yá. Yàá shí m nà ńsògbú ánóhù nà áwúmú ézígbó ḿmádụ̀, nà ńgàwá nà ọ́ gà àrírí mú ḿmá. Màá sí okay.",6.08,Abia_0010
Abia_0010_0287.wav,Màá áshí ńsògbú ánọ́hụ̀.,1.02,Abia_0010
Abia_0010_0289.wav,Màá gárúó,1.1,Abia_0010
Abia_0010_0291.wav,ébé m nọ̀ ùgbúhó nà,1.4,Abia_0010
Abia_0010_0293.wav,ná ámù òtù éshì ère ọ́gwụ̀ nà,1.74,Abia_0010
Abia_0010_0295.wav,íhé ńdị́ ókwú bèkèé nà à kpọ́ kémíst shop.,3.56,Abia_0010
Abia_0010_0297.wav,ǹgá áhụ̀ ká m nọ̀ ná ámụ̀ ná ámụ̀ ná ámụ̀,2.48,Abia_0010
Abia_0010_0299.wav,Òtú ụ́gbụ́hó nà m nà àgwá únù ókwú ùgbúhó nà,1.86,Abia_0010
Abia_0010_0305.wav,"ótù éshì agba ọ́gwụ̀. Á màmù èté shì èhíchá nwá ámùàmú mà ámúò nwá ọ́húrū, ámàmù ótú ésì èhíchá yá. Á màmù étè éshì àgbá ọ́gwụ̀. Á màmù èté éshì ènyé ḿkpụ́rụ́ ọ́gwụ̀. Ńlé gí ányá ǹgbúhò nọ̀, ínáà àkọ́rọ́ mú íhé né mé gị́ now, ínáà àkọ́rọ́ mú íhé né mé gí ùgbùá, m ná èlé gí ányá, ọ́ wú nà ísī ísí wàgà gị́",14.32,Abia_0010
Abia_0010_0307.wav,"ọ́ wú nà ísī ísí wàgà gị́, nlé gị́ ányá, lé gí ányá, ámà àgwá gí shí lé íhé ná émé gí. Ónwèrè íké ńgwá gí sì ọ̀wụ́hụ́ ísí òwúwá wàgà gị́ nání ó. Ọ́nwèrè íké íhé áhū mégá gí wụ́ màlérìá",10.6,Abia_0010
Abia_0010_0309.wav,"ǹkè ndị́ bèkèé nà à kpọ́ màlérìà. Ákùm, ákùm, ná ókwú Ìgbò. Ńdị́ bèkéè nà à kpọ́ yá máléríà. Ọ́ nwèrè íké ńgwá gí shí lé íhé mégé gí, ọ́ wụ́ ákùm mègà gí o.",7.94,Abia_0010
Abia_0010_0311.wav,"Mànà gí ónwé gí nwèrè íké íhú yá shí ọ́ọ̀ náànị́ isi ọ́wụ́wá wágà gí. Ọ́ múà gà a ̀gwá gí íhé ná émé gí. Ọ́ nwèrè íké ùgb́úhó nà mà̀á hú gí ányá gí èkòó, kóò, kóò, kóò, ná àchá ḿmémé, ḿmémé, ḿmémé.",12.8,Abia_0010
Abia_0010_0315.wav,"nọ́rsè, nọ́rsè àmáàmú íhé ná émé mú óò. Múò nléè gị́ ányá ámàmú íhé ná émé gí. Ńgà àgwá gí sí léè lèé léè ọ́nwèrè íké íhé à mèrè gí, ọ́nwèrè íké íhé à mèrè gí. Ájújú ńdị́ ńgà àjú gí́ nà íhé ígā ásá m",10.08,Abia_0010
Abia_0010_0317.wav,"gà ègósí mú, gà èmé màá ámátá íhé ná émé gí.",3.46,Abia_0010
Abia_0010_0319.wav,"íhé ńjì ná èkwú íhé̀ à wù ọ́ nà àrí ḿmá, ọ́ nà àrí́ ḿmá ḿmádụ̀ ímmátá íhé ọ́ gà èmélí túpú ì gá mùwá áká ọ́rụ̄ ọ́bụ́là",7.72,Abia_0010
Abia_0010_0321.wav,Ọ́ wú íhé ḿmà ńgà èkwú. Ọ́ nà àdí ḿmā Á chọ́pùtàrà m ná,2.98,Abia_0010
Abia_0010_0323.wav,Áchọ́pùtàrà m nà ímù ọ́rú nọ́rsè à,2.82,Abia_0010
Abia_0010_0327.wav,kárí ígá mùwá,1.16,Abia_0010
Abia_0010_0331.wav,Nọ́dị́ nù ḿmā,1.24,Abia_0010
Abia_0010_0335.wav,Ńdị́ Ìgbò ńdị́ ọ́má nù,1.08,Abia_0010
Abia_0010_0337.wav,Ékèlè mú únù,1.0,Abia_0010
Abia_0010_0339.wav,Ọ́ nwèrè ákụ́kọ́ ńchọ̀rò ị́kọ́ ụ̀gbụ́họ́ nà,2.4,Abia_0010
Abia_0010_0341.wav,Ákúkọ́ hú ńchọ̀rọ̀ ị́kọ̄,1.36,Abia_0010
Abia_0010_0343.wav,"ọ́ wú ị́dọ́ áká ná ńtì nyéré ányị́ níílé, nyéré ḿmádù ọ́bụ́là nọ́ nà ùwá à",4.9,Abia_0010
Abia_0010_0345.wav,Ọ́ rì ḿmā ígéè ńtì,1.42,Abia_0010
Abia_0010_0347.wav,"nà ókwú ọ́bụ́là ónyé tọ́rọ́ gị́, màọ̀bụ́ ńné nà ńnà gị́",3.02,Abia_0010
Abia_0010_0353.wav,ó dị̀̀ ézígbó ńkpà.,1.18,Abia_0010
Abia_0010_0355.wav,Ọ́ nwèrè íhé méré ní ógé gárá ágá,1.8,Abia_0010
Abia_0010_0357.wav,nà ótù òbòdò ọ́ wụ́.,1.0,Abia_0010
Abia_0010_0359.wav,Enwèrè ńwátàkírí,1.1,Abia_0010
Abia_0010_0361.wav,á nà àgwá yá ókwú ǹgbè níìlé.,1.52,Abia_0010
Abia_0010_0363.wav,"Mmá yá, ńné yá pụ̀wá",1.96,Abia_0010
Abia_0010_0367.wav,"ńná yá pụ̀wá, úmù ńné yá pụ̀wá à gwá yá shí",2.42,Abia_0010
Abia_0010_0369.wav,nọ́dụ́ ní ímú ụ́lọ̀ ǹgà à. Á pụ̀kwàlà èzhí,2.36,Abia_0010
Abia_0010_0371.wav,Á pụ̀kwàlà nà èzhí. Á dọ́sáráà gí ńrí gị́. Ńrí gị́ nọ̀ nà ísé ókwū,4.32,Abia_0010
Abia_0010_0373.wav,Ńrí gị́ nọ̀ nà ìsé ókwū. Íchọ́rọ́ írí ńrí mèépé ụ́zọ̀ gàá nà ìsé ókwū,4.86,Abia_0010
Abia_0010_0375.wav,gàá wèrè ǹrì gị́ rìé.,1.48,Abia_0010
Abia_0010_0377.wav,Íríchá nrí gị́ ḿmírí nọ̀ nà imé ụ́lọ̀. Wèré ḿmírí gí ñyọ́ọ̀ ndị́ Ìgbò,3.76,Abia_0010
Abia_0010_0379.wav,gị́ zárìnú àlà héwé ụ́rā.,1.62,Abia_0010
Abia_0010_0381.wav,"Ékwúgídélé íhé à, kwúgídé íhé à, kwúgídé íhé à, kwúgídé íhé à òó",2.78,Abia_0010
Abia_0010_0383.wav,"ótù áwúhí nézhí. Á gwáchá, á gwáchá nwátàkírí áhụ̀ ókwú",3.04,Abia_0010
Abia_0010_0385.wav,ágwàrà yà ná ótù ụ́bọ́chị̀ yòó mé yá. Ọ̀ pụ́hụ̀ èzí,3.22,Abia_0010
Abia_0010_0387.wav,Ụ̀bọ̀chị̀ ọ̀zọ́ ábíà àkwá kwá yá hú ọ̀pụ́hụ̀ èzí. Ǹké átọ́ ábìá yáà shí èlé íhé m̀gbé ọ́bụ́là ńné mú ná ápụ̀,5.8,Abia_0010
Abia_0010_0389.wav,"yá ásí mú ápụ̀là èzhí, ápụ̀là èzhí, ápụ̀là èzhí, m pụ̀ó ézī",2.34,Abia_0010
Abia_0010_0391.wav,"M sí kà mù gá gwùé égwū with, with – m sí kà mú gá gwùé égwú mú nà úmùáká íbè mú ònwèrè íhé ọ́jọ́ọ́ nọ́ yá ní, ọ́ wụ́hụ́ úmùáká íbè mú? Kàá m pùọ́.",7.44,Abia_0010
Abia_0010_0395.wav,"yòó, ìhè èmegídé, mégídé ó",1.82,Abia_0010
